EC,LITERATURE,PubMedID
1.4.3.19,742488,
1.4.3.19,763884,
1.4.3.19,763880,
1.4.3.19,698957,
1.4.3.19,696494,
1.4.3.19,764143,
1.4.3.19,742898,
1.4.3.2,701332,
1.4.3.2,653762,
1.4.3.2,695208,
1.4.3.2,741725,
1.4.3.2,763035,
1.4.3.2,741736,
1.4.3.2,762657,
1.4.3.2,762771,
1.4.3.2,391769,
1.4.3.2,742047,
1.4.3.2,743872,
1.4.3.2,654119,
1.4.3.2,726521,
1.4.3.2,763760,
1.4.3.2,691918,
1.4.3.2,670968,
1.4.3.2,391772,
1.4.3.2,743253,
1.4.3.2,697466,
1.4.3.2,762663,
1.4.3.2,668580,
1.4.3.2,711786,
1.4.3.2,724964,
1.4.3.2,739920,
1.4.3.2,725027,
1.4.3.20,741774,
1.4.3.20,742517,
1.4.3.21,724537,
1.4.3.21,672146,
1.4.3.21,671976,
1.4.3.21,655782,
1.4.3.21,726536,
1.4.3.21,724280,
1.4.3.21,725314,
1.4.3.21,725733,
1.4.3.21,726290,
1.4.3.21,724373,
1.4.3.21,724283,
1.4.3.21,391914,
1.4.3.21,654501,
1.4.3.21,672133,
1.4.3.21,391960,
1.4.3.21,654616,
1.4.3.21,725549,
1.4.3.21,676364,
1.4.3.22,654516,
1.4.3.22,656295,
1.4.3.22,391951,
1.4.3.22,688193,
1.4.3.22,"655478,688193",
1.4.3.22,672200,
1.4.3.22,391950,
1.4.3.22,"655478,688193",
1.4.3.22,686654,
1.4.3.22,704172,
1.4.3.22,"655478,688193",
1.4.3.22,"655478,688193",
1.4.3.22,391948,
1.4.3.22,"655478,688193",
1.4.3.22,742953,
1.4.3.22,"391950,686654",
1.4.3.22,"655478,688193",
1.4.3.22,"655478,688193",
1.4.3.22,"655478,688193",
1.4.3.22,"655478,688193",
1.4.3.23,698569,
1.4.3.24,718644,
1.4.3.25,765731,
1.4.3.3,762917,
1.4.3.3,762725,
1.4.3.3,685416,
1.4.3.3,685758,
1.4.3.3,713128,
1.4.3.3,655117,
1.4.3.3,685750,
1.4.3.3,391866,
1.4.3.3,391862,
1.4.3.3,674365,
1.4.3.3,673646,
1.4.3.3,677016,
1.4.3.3,711718,
1.4.3.3,654898,
1.4.3.3,724401,
1.4.3.3,655441,
1.4.3.3,743827,
1.4.3.3,655274,
1.4.3.3,391705,
1.4.3.3,391856,
1.4.3.3,391855,
1.4.3.3,712454,
1.4.3.3,391854,
1.4.3.3,391859,
1.4.3.3,391860,
1.4.3.3,763091,
1.4.3.3,686020,
1.4.3.3,723920,
1.4.3.3,391858,
1.4.3.3,763216,
1.4.3.3,686277,
1.4.3.3,696910,
1.4.3.3,687855,
1.4.3.3,724965,
1.4.3.3,685355,
1.4.3.3,697910,
1.4.3.3,763732,
1.4.3.3,"697910,712454",
1.4.3.3,"391858,391862",
1.4.3.3,391833,
1.4.3.3,763089,
1.4.3.3,684835,
1.4.3.3,741688,
1.4.3.3,711306,
1.4.3.3,713477,
1.4.3.4,764471,
1.4.3.4,764280,
1.4.3.4,724786,
1.4.3.4,724326,
1.4.3.4,394555,
1.4.3.4,394575,
1.4.3.4,672525,
1.4.3.4,672153,
1.4.3.4,394556,
1.4.3.4,706602,
1.4.3.4,713457,
1.4.3.4,655781,
1.4.3.4,688481,
1.4.3.4,724966,
1.4.3.4,394580,
1.4.3.4,689876,
1.4.3.4,394551,
1.4.3.4,394561,
1.4.3.4,394552,
1.4.3.4,688478,
1.4.3.4,394568,
1.4.3.4,394576,
1.4.3.5,391875,
1.4.3.5,391904,
1.4.3.5,391874,
1.4.3.5,391878,
1.4.3.5,657296,
1.4.3.5,391903,
1.4.3.5,741499,
1.4.3.5,765774,
1.4.3.5,391906,
1.4.3.5,726286,
1.4.3.5,742535,
1.4.3.5,765076,
1.4.3.5,654870,
1.4.3.5,391905,
1.4.3.5,765052,
1.4.4.2,741906,
1.4.4.2,673411,
1.4.5.1,394971,
1.4.7.1,391469,
1.4.7.1,392018,
1.4.9.1,656086,
1.4.9.1,396585,
1.4.9.1,654676,
1.4.9.1,685296,
1.4.9.1,396583,
1.4.9.1,656282,
1.4.9.1,396581,
1.4.9.1,396582,
1.4.9.2,396593,
1.4.9.2,673559,
1.4.9.2,396594,
1.4.99.6,724092,
1.4.99.6,748083,
1.4.99.6,740089,
1.4.99.6,705583,
1.4.99.6,733215,
1.4.99.6,"733326,733327",
1.4.99.6,733327,
1.4.99.6,762668,
1.4.99.6,733354,
1.4.99.6,"733326,733327",
1.4.99.6,"733326,762668",
1.4.99.6,"733326,762668",
1.4.99.6,"733326,762668",
1.4.99.6,"733326,762668",
1.4.99.6,"733326,762668",
1.4.99.B3,740746,
1.4.99.B4,764324,
1.5.1.1,742531,
1.5.1.11,688422,
1.5.1.11,686683,
1.5.1.15,765009,
1.5.1.15,760434,
1.5.1.15,756334,
1.5.1.15,392076,
1.5.1.17,742962,
1.5.1.18,755862,
1.5.1.18,752351,
1.5.1.2,676952,
1.5.1.2,762678,
1.5.1.2,762709,
1.5.1.2,740763,
1.5.1.2,676969,
1.5.1.2,740491,
1.5.1.2,763462,
1.5.1.2,723922,
1.5.1.2,741069,
1.5.1.2,675382,
1.5.1.2,392113,
1.5.1.20,761998,
1.5.1.20,654771,
1.5.1.20,392153,
1.5.1.20,696353,
1.5.1.20,392163,
1.5.1.20,674719,
1.5.1.20,392155,
1.5.1.21,742531,
1.5.1.22,686211,
1.5.1.25,743354,
1.5.1.3,757625,
1.5.1.3,747067,
1.5.1.3,686658,
1.5.1.3,684488,
1.5.1.3,724416,
1.5.1.3,392270,
1.5.1.3,724168,
1.5.1.3,685247,
1.5.1.3,688381,
1.5.1.3,392280,
1.5.1.3,687840,
1.5.1.3,392245,
1.5.1.3,688889,
1.5.1.3,743741,
1.5.1.3,764647,
1.5.1.3,724311,
1.5.1.3,725661,
1.5.1.3,741613,
1.5.1.3,392226,
1.5.1.3,765650,
1.5.1.3,702275,
1.5.1.3,392227,
1.5.1.3,723808,
1.5.1.3,392291,
1.5.1.3,392242,
1.5.1.3,674549,
1.5.1.3,392274,
1.5.1.3,392285,
1.5.1.3,"674549,687680",
1.5.1.3,687680,
1.5.1.3,724750,
1.5.1.3,392288,
1.5.1.3,764758,
1.5.1.3,392294,
1.5.1.3,392271,
1.5.1.3,392260,
1.5.1.3,765726,
1.5.1.3,392248,
1.5.1.3,392287,
1.5.1.3,674351,
1.5.1.3,392269,
1.5.1.3,392286,
1.5.1.3,392235,
1.5.1.3,765498,
1.5.1.3,392207,
1.5.1.3,392236,
1.5.1.3,392281,
1.5.1.3,688027,
1.5.1.3,741552,
1.5.1.3,711226,
1.5.1.3,712320,
1.5.1.3,710914,
1.5.1.3,687184,
1.5.1.3,392208,
1.5.1.3,672035,
1.5.1.3,392228,
1.5.1.3,671970,
1.5.1.30,672184,
1.5.1.30,765021,
1.5.1.30,714077,
1.5.1.30,392301,
1.5.1.30,657786,
1.5.1.30,685230,
1.5.1.30,392297,
1.5.1.30,684610,
1.5.1.30,743224,
1.5.1.30,724343,
1.5.1.30,392303,
1.5.1.33,765008,
1.5.1.33,484954,
1.5.1.33,725417,
1.5.1.33,763844,
1.5.1.33,676067,
1.5.1.34,484993,
1.5.1.34,485001,
1.5.1.34,484965,
1.5.1.34,484978,
1.5.1.34,485004,
1.5.1.34,485007,
1.5.1.34,485005,
1.5.1.34,484970,
1.5.1.34,484963,
1.5.1.36,658006,
1.5.1.36,741794,
1.5.1.36,724294,
1.5.1.36,743224,
1.5.1.37,698001,
1.5.1.37,715349,
1.5.1.37,692838,
1.5.1.37,746821,
1.5.1.38,764152,
1.5.1.38,741865,
1.5.1.38,724343,
1.5.1.38,392180,
1.5.1.39,765399,
1.5.1.39,765724,
1.5.1.40,725326,
1.5.1.40,763787,
1.5.1.40,711315,
1.5.1.40,741811,
1.5.1.40,742904,
1.5.1.40,741921,
1.5.1.41,743224,
1.5.1.42,746821,
1.5.1.42,765260,
1.5.1.42,392180,
1.5.1.47,764758,
1.5.1.48,742291,
1.5.1.49,729748,
1.5.1.5,744335,
1.5.1.5,700281,
1.5.1.5,392333,
1.5.1.5,756334,
1.5.1.5,742856,
1.5.1.5,209738,
1.5.1.50,765008,
1.5.1.52,748236,
1.5.1.53,761998,
1.5.1.53,761412,
1.5.1.53,392151,
1.5.1.54,761402,
1.5.1.54,760563,
1.5.1.54,760434,
1.5.1.54,762001,
1.5.1.54,761372,
1.5.1.6,392344,
1.5.1.6,392337,
1.5.1.6,713460,
1.5.1.6,392349,
1.5.1.7,396553,
1.5.1.B5,742532,
1.5.1.B5,729750,
1.5.1.B7,748236,
1.5.1.B8,748236,
1.5.3.1,765379,
1.5.3.1,392382,
1.5.3.1,392377,
1.5.3.1,687443,
1.5.3.1,765378,
1.5.3.1,685282,
1.5.3.1,743119,
1.5.3.1,685219,
1.5.3.1,671547,
1.5.3.10,655336,
1.5.3.10,672060,
1.5.3.10,394957,
1.5.3.13,764331,
1.5.3.13,692965,
1.5.3.13,674747,
1.5.3.13,655160,
1.5.3.13,743491,
1.5.3.13,764138,
1.5.3.14,743455,
1.5.3.14,672006,
1.5.3.14,725625,
1.5.3.16,654433,
1.5.3.16,712608,
1.5.3.16,676604,
1.5.3.16,725625,
1.5.3.16,692298,
1.5.3.16,743491,
1.5.3.16,692280,
1.5.3.16,710832,
1.5.3.16,741586,
1.5.3.16,694651,
1.5.3.16,692157,
1.5.3.16,742985,
1.5.3.16,692970,
1.5.3.16,723918,
1.5.3.16,725753,
1.5.3.16,690692,
1.5.3.16,711241,
1.5.3.17,764331,
1.5.3.17,724126,
1.5.3.17,694719,
1.5.3.17,725625,
1.5.3.17,712608,
1.5.3.17,743460,
1.5.3.17,743491,
1.5.3.17,724359,
1.5.3.17,765603,
1.5.3.19,719401,
1.5.3.21,719443,
1.5.3.24,765024,
1.5.3.24,765018,
1.5.3.25,764946,
1.5.3.25,764002,
1.5.3.25,764004,
1.5.3.25,765033,
1.5.3.25,764130,
1.5.3.25,763943,
1.5.3.25,765116,
1.5.3.25,764126,
1.5.3.25,764009,
1.5.3.25,765813,
1.5.3.5,741943,
1.5.3.5,764029,
1.5.3.5,741686,
1.5.3.5,741691,
1.5.3.5,"392436,392438",
1.5.3.6,764163,
1.5.3.6,392436,
1.5.5.1,392487,
1.5.5.1,654538,
1.5.5.1,392492,
1.5.5.1,392482,
1.5.5.1,392481,
1.5.5.1,685278,
1.5.5.1,"391323,392484",
1.5.5.2,671977,
1.5.5.2,658211,
1.5.5.2,658033,
1.5.5.2,740734,
1.5.5.2,724345,
1.5.5.2,743834,
1.5.5.2,696361,
1.5.5.2,724389,
1.5.5.3,741855,
1.5.7.3,763964,
1.5.8.2,685241,
1.5.8.2,393891,
1.5.8.2,393895,
1.5.8.2,393892,
1.5.8.2,393888,
1.5.8.3,392496,
1.5.8.4,742499,
1.5.8.4,699373,
1.5.8.4,392496,
1.5.8.4,763963,
1.5.98.2,726826,
1.5.98.3,742431,
1.5.99.12,654539,
1.5.99.12,671873,
1.5.99.12,685469,
1.5.99.12,672436,
1.5.99.14,765432,
1.5.99.4,392540,
1.5.99.5,437746,
1.5.99.B2,687550,
1.5.99.B2,724329,
1.5.99.B2,686651,
1.5.99.B2,724080,
1.5.99.B2,743113,
1.5.99.B2,741885,
1.5.99.B4,743588,
1.6.1.1,725040,
1.6.1.1,392590,
1.6.1.2,392659,
1.6.2.2,765854,
1.6.2.2,394249,
1.6.2.2,671983,
1.6.2.2,394260,
1.6.2.2,699061,
1.6.2.2,394258,
1.6.2.2,394254,
1.6.2.2,659255,
1.6.2.2,672018,
1.6.2.2,394213,
1.6.2.2,657675,
1.6.2.2,672788,
1.6.2.2,657966,
1.6.2.2,394205,
1.6.2.2,394210,
1.6.2.2,394226,
1.6.2.2,671607,
1.6.2.2,394225,
1.6.2.2,671595,
1.6.2.2,394259,
1.6.2.2,394251,
1.6.2.2,394238,
1.6.2.2,657949,
1.6.2.2,394231,
1.6.2.2,672826,
1.6.2.2,765742,
1.6.2.4,696907,
1.6.2.4,288575,
1.6.2.4,288616,
1.6.2.4,724078,
1.6.2.4,700369,
1.6.2.4,764858,
1.6.2.4,741764,
1.6.2.4,741778,
1.6.2.4,288556,
1.6.2.4,743521,
1.6.2.4,686913,
1.6.2.4,765117,
1.6.2.4,713235,
1.6.2.4,711305,
1.6.2.4,657728,
1.6.2.4,288576,
1.6.2.4,742955,
1.6.2.4,288615,
1.6.2.4,288570,
1.6.2.4,742485,
1.6.2.4,741783,
1.6.2.6,394002,
1.6.2.6,394515,
1.6.2.6,394513,
1.6.3.1,719803,
1.6.3.1,711969,
1.6.3.2,722229,
1.6.3.2,725576,
1.6.3.3,721957,
1.6.3.4,744974,
1.6.3.4,741740,
1.6.5.10,696015,
1.6.5.10,714708,
1.6.5.10,764148,
1.6.5.10,655940,
1.6.5.10,724333,
1.6.5.10,714140,
1.6.5.10,674461,
1.6.5.10,764205,
1.6.5.12,734898,
1.6.5.2,674276,
1.6.5.2,657644,
1.6.5.2,657654,
1.6.5.2,741669,
1.6.5.2,394377,
1.6.5.2,680629,
1.6.5.2,695280,
1.6.5.2,394383,
1.6.5.2,692844,
1.6.5.2,744882,
1.6.5.2,394352,
1.6.5.2,743659,
1.6.5.2,394357,
1.6.5.2,715903,
1.6.5.4,712176,
1.6.5.4,689672,
1.6.5.4,392733,
1.6.5.5,697208,
1.6.5.5,697701,
1.6.5.5,14077,
1.6.5.5,741786,
1.6.5.5,764164,
1.6.5.5,724333,
1.6.5.5,724703,
1.6.5.5,765788,
1.6.5.9,392679,
1.6.99.1,657275,
1.6.99.1,656130,
1.6.99.1,671848,
1.7.1.1,674455,
1.7.1.1,654345,
1.7.1.1,654347,
1.7.1.1,765636,
1.7.1.1,711261,
1.7.1.11,394432,
1.7.1.13,724767,
1.7.1.13,742900,
1.7.1.13,743107,
1.7.1.13,724879,
1.7.1.13,663244,
1.7.1.14,713947,
1.7.1.14,715422,
1.7.1.15,765636,
1.7.1.16,740989,
1.7.1.16,764599,
1.7.1.17,763801,
1.7.1.17,765245,
1.7.1.2,208102,
1.7.1.3,674455,
1.7.1.3,395976,
1.7.1.4,392931,
1.7.1.6,698629,
1.7.1.6,695803,
1.7.1.6,710749,
1.7.1.6,726423,
1.7.1.6,764338,
1.7.1.6,724120,
1.7.1.6,697495,
1.7.1.6,742663,
1.7.1.7,743568,
1.7.1.7,725943,
1.7.1.B1,765362,
1.7.1.B2,743709,
1.7.1.B2,764364,
1.7.1.B2,764166,
1.7.1.B3,765413,
1.7.1.B3,742167,
1.7.1.B3,743709,
1.7.1.B3,741786,
1.7.2.1,395070,
1.7.2.1,395067,
1.7.2.1,395063,
1.7.2.1,764078,
1.7.2.1,741959,
1.7.2.1,395074,
1.7.2.1,675839,
1.7.2.1,395077,
1.7.2.1,659192,
1.7.2.1,644783,
1.7.2.1,742855,
1.7.2.1,658638,
1.7.2.1,763797,
1.7.2.1,765354,
1.7.2.1,658017,
1.7.2.1,765787,
1.7.2.1,659425,
1.7.2.1,659634,
1.7.2.1,395065,
1.7.2.1,660418,
1.7.2.2,742746,
1.7.2.2,659178,
1.7.2.2,724330,
1.7.2.2,673685,
1.7.2.2,698876,
1.7.2.2,723828,
1.7.2.2,711343,
1.7.2.3,392773,
1.7.2.3,392776,
1.7.2.3,392775,
1.7.2.4,724958,
1.7.2.4,725648,
1.7.2.5,672019,
1.7.2.5,671948,
1.7.2.5,659179,
1.7.2.5,659327,
1.7.2.5,658125,
1.7.2.5,658038,
1.7.2.5,658304,
1.7.2.5,395125,
1.7.2.5,395128,
1.7.2.5,671883,
1.7.2.6,725885,
1.7.2.6,765354,
1.7.2.6,763649,
1.7.2.6,394325,
1.7.2.8,764303,
1.7.2.8,738690,
1.7.2.9,763248,
1.7.2.9,763649,
1.7.3.1,696325,
1.7.3.1,764069,
1.7.3.1,711248,
1.7.3.1,764012,
1.7.3.1,725021,
1.7.3.1,685114,
1.7.3.1,711373,
1.7.3.3,742422,
1.7.3.3,701416,
1.7.3.3,763852,
1.7.3.3,724483,
1.7.3.3,657529,
1.7.3.3,764897,
1.7.3.3,763780,
1.7.3.3,743753,
1.7.3.3,394184,
1.7.3.5,394386,
1.7.3.6,394342,
1.7.5.1,696079,
1.7.5.1,674425,
1.7.5.2,658038,
1.7.7.1,763242,
1.7.7.1,742810,
1.7.7.1,208103,
1.7.7.1,726450,
1.7.7.1,725315,
1.7.7.2,659366,
1.7.7.2,208103,
1.7.99.1,712507,
1.8.1.10,395111,
1.8.1.12,394779,
1.8.1.12,394792,
1.8.1.12,394802,
1.8.1.12,394794,
1.8.1.12,394781,
1.8.1.12,394800,
1.8.1.12,394778,
1.8.1.12,724758,
1.8.1.12,724771,
1.8.1.12,660445,
1.8.1.12,394776,
1.8.1.12,700087,
1.8.1.12,394799,
1.8.1.12,394788,
1.8.1.12,394789,
1.8.1.13,724378,
1.8.1.13,392951,
1.8.1.14,685242,
1.8.1.14,744312,
1.8.1.14,764676,
1.8.1.14,685514,
1.8.1.14,764212,
1.8.1.14,724355,
1.8.1.14,655529,
1.8.1.14,724377,
1.8.1.15,689307,
1.8.1.15,701668,
1.8.1.15,685527,
1.8.1.15,688846,
1.8.1.15,288636,
1.8.1.15,764678,
1.8.1.16,698716,
1.8.1.2,392968,
1.8.1.2,"392964,392968",
1.8.1.2,392964,
1.8.1.2,"392964,392968",
1.8.1.2,"392964,392968",
1.8.1.20,743195,
1.8.1.4,394011,
1.8.1.4,394009,
1.8.1.4,657980,
1.8.1.4,764862,
1.8.1.4,743051,
1.8.1.4,724686,
1.8.1.4,394004,
1.8.1.4,765208,
1.8.1.4,743052,
1.8.1.4,674943,
1.8.1.4,742126,
1.8.1.4,765210,
1.8.1.4,693271,
1.8.1.4,656835,
1.8.1.4,765209,
1.8.1.4,743050,
1.8.1.4,765207,
1.8.1.4,"743050,743051,743052",
1.8.1.4,"765207,765208,765209,765210",
1.8.1.4,693005,
1.8.1.4,"743050,743051,743052",
1.8.1.4,"765208,765209,765210",
1.8.1.4,658600,
1.8.1.5,725265,
1.8.1.5,288638,
1.8.1.6,743682,
1.8.1.7,394779,
1.8.1.7,711008,
1.8.1.7,689306,
1.8.1.7,689958,
1.8.1.7,764886,
1.8.1.7,659182,
1.8.1.7,742462,
1.8.1.7,765618,
1.8.1.7,393993,
1.8.1.7,698440,
1.8.1.7,764906,
1.8.1.7,"394708,394725",
1.8.1.7,394776,
1.8.1.7,663260,
1.8.1.7,394778,
1.8.1.7,671698,
1.8.1.7,394767,
1.8.1.7,742468,
1.8.1.7,689967,
1.8.1.8,659424,
1.8.1.9,743535,
1.8.1.9,742017,
1.8.1.9,742474,
1.8.1.9,743880,
1.8.1.9,673655,
1.8.1.9,724439,
1.8.1.9,675155,
1.8.1.9,689958,
1.8.1.9,685151,
1.8.1.9,724652,
1.8.1.9,671772,
1.8.1.9,696235,
1.8.1.9,685189,
1.8.1.9,658628,
1.8.1.9,725059,
1.8.1.9,658612,
1.8.1.9,724685,
1.8.1.9,698053,
1.8.1.9,698965,
1.8.1.9,394924,
1.8.1.9,743761,
1.8.1.9,394943,
1.8.1.9,394940,
1.8.1.9,394950,
1.8.1.9,394921,
1.8.1.9,394933,
1.8.1.9,659480,
1.8.1.9,659902,
1.8.1.9,689609,
1.8.1.9,672160,
1.8.1.9,724278,
1.8.1.9,394947,
1.8.1.9,727491,
1.8.1.9,678481,
1.8.1.9,742565,
1.8.1.9,394929,
1.8.1.9,394904,
1.8.1.9,394952,
1.8.1.9,674618,
1.8.1.9,394942,
1.8.1.9,394910,
1.8.1.9,394905,
1.8.1.9,724285,
1.8.1.9,686886,
1.8.1.B1,726293,
1.8.1.B1,741620,
1.8.1.B1,659902,
1.8.1.B1,725773,
1.8.1.B1,689958,
1.8.1.B1,742460,
1.8.1.B1,724324,
1.8.1.B1,689706,
1.8.1.B1,687730,
1.8.1.B1,764653,
1.8.1.B1,764614,
1.8.1.B1,763856,
1.8.1.B1,743395,
1.8.2.1,658705,
1.8.2.1,667744,
1.8.2.1,722663,
1.8.2.1,711223,
1.8.2.2,676077,
1.8.2.2,742887,
1.8.2.2,726008,
1.8.2.2,394128,
1.8.2.2,394126,
1.8.2.2,724861,
1.8.2.3,714154,
1.8.3.1,667714,
1.8.3.1,392991,
1.8.3.1,667632,
1.8.3.1,668531,
1.8.3.1,724332,
1.8.3.1,659319,
1.8.3.1,724810,
1.8.3.1,725556,
1.8.3.1,741618,
1.8.3.1,669515,
1.8.3.2,393064,
1.8.3.2,724654,
1.8.3.2,724056,
1.8.3.2,765289,
1.8.3.2,658104,
1.8.3.2,742867,
1.8.3.2,690893,
1.8.3.2,742490,
1.8.3.2,724281,
1.8.3.2,657645,
1.8.3.2,657990,
1.8.3.2,765345,
1.8.3.2,704550,
1.8.3.3,724654,
1.8.3.3,658104,
1.8.3.5,437709,
1.8.3.7,764469,
1.8.3.7,742288,
1.8.3.7,742289,
1.8.3.7,740316,
1.8.3.7,740309,
1.8.4.1,743409,
1.8.4.10,742508,
1.8.4.10,741591,
1.8.4.10,288642,
1.8.4.11,670619,
1.8.4.11,657680,
1.8.4.11,741934,
1.8.4.11,763911,
1.8.4.11,667679,
1.8.4.11,701130,
1.8.4.11,741820,
1.8.4.11,712074,
1.8.4.11,659275,
1.8.4.11,658215,
1.8.4.11,394110,
1.8.4.11,764237,
1.8.4.11,764710,
1.8.4.11,726436,
1.8.4.11,741765,
1.8.4.11,726435,
1.8.4.12,658215,
1.8.4.12,686740,
1.8.4.12,741934,
1.8.4.12,698915,
1.8.4.12,763911,
1.8.4.12,726437,
1.8.4.12,764237,
1.8.4.12,393073,
1.8.4.12,726340,
1.8.4.12,394110,
1.8.4.12,670646,
1.8.4.12,764710,
1.8.4.12,670593,
1.8.4.12,743748,
1.8.4.14,729109,
1.8.4.14,726800,
1.8.4.14,725400,
1.8.4.14,689787,
1.8.4.2,763028,
1.8.4.2,762613,
1.8.4.2,763241,
1.8.4.8,659441,
1.8.4.8,659140,
1.8.4.9,687585,
1.8.4.9,667703,
1.8.4.9,689431,
1.8.4.9,288642,
1.8.4.9,288644,
1.8.5.1,765156,
1.8.5.1,725717,
1.8.5.1,764040,
1.8.5.1,763028,
1.8.5.1,763241,
1.8.5.1,394029,
1.8.5.1,704988,
1.8.5.1,704124,
1.8.5.1,658634,
1.8.5.1,687254,
1.8.5.1,765604,
1.8.5.1,725939,
1.8.5.2,656833,
1.8.5.3,712959,
1.8.5.3,712347,
1.8.5.3,712734,
1.8.5.3,711190,
1.8.5.3,765095,
1.8.5.3,712000,
1.8.5.3,765088,
1.8.5.3,711886,
1.8.5.4,714172,
1.8.5.4,743229,
1.8.5.4,724350,
1.8.5.4,738630,
1.8.5.4,727080,
1.8.5.4,764199,
1.8.5.4,741767,
1.8.5.4,742540,
1.8.5.4,742905,
1.8.5.6,764198,
1.8.5.7,740452,
1.8.5.7,740055,
1.8.5.7,740012,
1.8.5.8,742905,
1.8.5.8,745313,
1.8.5.9,757136,
1.8.5.B1,742828,
1.8.7.1,696126,
1.8.7.1,674525,
1.8.7.1,437704,
1.8.7.1,742810,
1.8.98.1,639394,
1.8.98.2,725010,
1.8.98.2,712607,
1.8.98.2,669451,
1.8.99.5,394068,
1.8.99.B2,726008,
1.9.6.1,764685,
1.9.6.1,764214,
1.97.1.1,729317,
1.97.1.9,699361,
1.97.1.9,644811,
2.1.1.1,758793,
2.1.1.1,756932,
2.1.1.1,756053,
2.1.1.1,718914,
2.1.1.1,734368,
2.1.1.1,756000,
2.1.1.1,757399,
2.1.1.10,676384,
2.1.1.10,692948,
2.1.1.100,734273,
2.1.1.103,734288,
2.1.1.103,671898,
2.1.1.103,757185,
2.1.1.103,720011,
2.1.1.103,719978,
2.1.1.104,668599,
2.1.1.104,758057,
2.1.1.104,758068,
2.1.1.104,734588,
2.1.1.104,734862,
2.1.1.104,733869,
2.1.1.104,757935,
2.1.1.104,720716,
2.1.1.107,485085,
2.1.1.11,684982,
2.1.1.11,687761,
2.1.1.110,485115,
2.1.1.110,485117,
2.1.1.117,757982,
2.1.1.127,659988,
2.1.1.128,758012,
2.1.1.13,441183,
2.1.1.14,671587,
2.1.1.14,672156,
2.1.1.14,734490,
2.1.1.140,755791,
2.1.1.140,757949,
2.1.1.141,734870,
2.1.1.141,645945,
2.1.1.142,671596,
2.1.1.142,659977,
2.1.1.142,700677,
2.1.1.142,685589,
2.1.1.142,685598,
2.1.1.142,657661,
2.1.1.142,"659977,671596,700677",
2.1.1.142,696627,
2.1.1.142,718966,
2.1.1.143,700677,
2.1.1.143,671596,
2.1.1.146,485155,
2.1.1.146,757150,
2.1.1.146,659534,
2.1.1.146,700822,
2.1.1.148,660374,
2.1.1.15,733645,
2.1.1.15,718642,
2.1.1.157,689964,
2.1.1.157,695924,
2.1.1.164,697324,
2.1.1.164,698786,
2.1.1.166,704404,
2.1.1.176,702200,
2.1.1.177,758415,
2.1.1.184,705957,
2.1.1.184,662611,
2.1.1.190,704406,
2.1.1.190,703145,
2.1.1.193,706717,
2.1.1.197,722785,
2.1.1.2,485209,
2.1.1.2,485208,
2.1.1.2,661103,
2.1.1.20,658007,
2.1.1.20,657755,
2.1.1.20,685388,
2.1.1.20,757064,
2.1.1.200,736907,
2.1.1.207,737224,
2.1.1.21,485235,
2.1.1.218,756865,
2.1.1.22,734309,
2.1.1.22,735092,
2.1.1.221,756865,
2.1.1.221,736903,
2.1.1.221,737225,
2.1.1.225,713500,
2.1.1.228,712739,
2.1.1.228,701123,
2.1.1.228,711197,
2.1.1.228,737174,
2.1.1.228,737226,
2.1.1.228,736428,
2.1.1.228,755697,
2.1.1.228,662010,
2.1.1.228,758329,
2.1.1.228,720240,
2.1.1.231,756617,
2.1.1.232,720020,
2.1.1.232,758005,
2.1.1.234,714149,
2.1.1.235,714271,
2.1.1.235,714149,
2.1.1.235,735676,
2.1.1.236,735676,
2.1.1.237,714732,
2.1.1.238,714732,
2.1.1.240,716595,
2.1.1.240,757597,
2.1.1.244,756441,
2.1.1.244,736470,
2.1.1.244,736186,
2.1.1.245,717236,
2.1.1.255,715252,
2.1.1.258,718823,
2.1.1.258,717236,
2.1.1.258,728242,
2.1.1.258,720970,
2.1.1.258,719846,
2.1.1.259,719842,
2.1.1.261,719849,
2.1.1.267,757323,
2.1.1.267,736999,
2.1.1.267,734429,
2.1.1.269,698600,
2.1.1.273,721415,
2.1.1.273,723416,
2.1.1.273,756767,
2.1.1.274,721415,
2.1.1.274,726172,
2.1.1.274,756767,
2.1.1.274,723402,
2.1.1.274,721412,
2.1.1.274,723416,
2.1.1.275,723404,
2.1.1.276,723404,
2.1.1.277,723460,
2.1.1.278,723456,
2.1.1.278,723402,
2.1.1.279,700822,
2.1.1.28,675288,
2.1.1.28,733211,
2.1.1.28,672011,
2.1.1.28,672345,
2.1.1.280,692948,
2.1.1.281,722038,
2.1.1.284,721597,
2.1.1.285,721284,
2.1.1.291,723417,
2.1.1.292,755675,
2.1.1.293,724601,
2.1.1.300,757162,
2.1.1.302,725941,
2.1.1.303,725380,
2.1.1.303,724276,
2.1.1.315,729094,
2.1.1.316,729879,
2.1.1.318,729302,
2.1.1.319,734162,
2.1.1.319,735226,
2.1.1.321,734246,
2.1.1.323,737265,
2.1.1.325,738811,
2.1.1.325,738252,
2.1.1.325,738377,
2.1.1.327,737667,
2.1.1.329,734898,
2.1.1.336,756959,
2.1.1.336,756993,
2.1.1.336,741290,
2.1.1.337,740754,
2.1.1.337,757949,
2.1.1.341,740443,
2.1.1.341,741347,
2.1.1.343,742498,
2.1.1.343,715642,
2.1.1.343,742838,
2.1.1.35,"441364,441379",
2.1.1.35,"441364,441379",
2.1.1.35,441379,
2.1.1.35,441374,
